year,Name,Title,ActorId,ActorId,MovieId,Country,genre
2002,Frank Finlay,The Pianist,380,380,898,Asia,Music
2011,Frank Grillo,The Grey,1547,1547,150,America,Drama
1939,Frank Morgan,The Wizard of Oz,791,791,546,America,#N/A
1962,Frank Overton,To Kill a Mockingbird,1791,1791,712,Other countries,Drama
1980,Frank Vincent,Raging Bull,943,943,853,America,Biography
2001,Franka Potente,Blow,1623,1623,975,Asia,Biography
#N/A,Franka Potente,Lola rennt,1623,1623,519,#N/A,Drama
2002,Franka Potente,The Bourne Identity,1623,1623,710,America,#N/A
2004,Franka Potente,The Bourne Supremacy,1623,1623,359,America,#N/A
2005,Franky G,Saw II,1320,1320,152,America,#N/A
2012,Fred Dalton Thompson,Sinister,1063,1063,200,Other countries,#N/A
2008,Fred Willard,WALL·E,1133,1133,143,Other countries,Animation
2005,Freddie Highmore,Charlie and the Chocolate Factory,1523,1523,95,America,Comedy
2007,Freddy Rodríguez,Planet Terror,1672,1672,638,America,Comedy
1979,Frederic Forrest,Apocalypse Now,1282,1282,570,America,Drama
2011,Freida Pinto,Rise of the Planet of the Apes,1036,1036,419,America,Drama
2008,Freida Pinto,Slumdog Millionaire,1036,1036,401,America,Romance
1995,Gabriel Byrne,The Usual Suspects,703,703,356,America,#N/A
1992,Gabrielle Anwar,Scent of a Woman,876,876,666,America,Drama
2003,Gabrielle Union,Bad Boys II,84,84,924,Other countries,Comedy
2000,Gael García Bernal,Amores perros,897,897,514,Other countries,Drama
2006,Gael García Bernal,Babel,897,897,41,America,Drama
2010,Garrett Hedlund,Tron,1569,1569,844,America,#N/A
2010,Garrett M. Brown,Kick-Ass,1690,1690,162,America,Comedy
1987,Gary Busey,Lethal Weapon,298,298,121,America,#N/A
2008,Gary Cole,Pineapple Express,610,610,349,America,Comedy
1968,Gary Lockwood,2001: A Space Odyssey,297,297,736,America,#N/A
1997,Gary Oldman,Air Force One,976,976,813,America,Drama
2014,Gary Oldman,Dawn of the Planet of the Apes,976,976,731,Other countries,Drama
1992,Gary Oldman,Dracula,976,976,94,America,#N/A
2001,Gary Oldman,Hannibal,976,976,397,Other countries,Drama
1994,Gary Oldman,Léon,976,976,905,America,Drama
2014,Gary Oldman,RoboCop 2,976,976,626,America,#N/A
2010,Gary Oldman,The Book of Eli,976,976,79,Asia,Drama
2012,Gary Oldman,The Dark Knight Rises,976,976,779,America,#N/A
1997,Gary Oldman,The Fifth Element,976,976,830,America,#N/A
#N/A,Gary Oldman,Tinker Tailor Soldier Spy,976,976,405,#N/A,Drama
1995,Gary Sinise,Apollo 13,1117,1117,703,America,Drama
1994,Gary Sinise,Forrest Gump,1117,1117,299,America,Romance
2008,Gattlin Griffith,Changeling,979,979,43,Asia,Biography
#N/A,Geena Davis,Beetlejuice,1376,1376,897,#N/A,Comedy
2013,Gemma Arterton,Hansel & Gretel: Witch Hunters,205,205,769,Asia,#N/A
2010,Gemma Arterton,Prince of Persia: The Sands of Time,205,205,991,America,#N/A
2001,Gemma Jones,Bridget Jones's Diary,1434,1434,634,Other countries,Romance
2004,Gena Rowlands,The Notebook,1177,1177,139,America,Romance
1998,Gene Hackman,Enemy of the State,1272,1272,275,America,#N/A
2001,Gene Hackman,The Royal Tenenbaums,1272,1272,873,America,Comedy
#N/A,Gene Hackman,Unforgiven,1272,1272,18,#N/A,Drama
1952,Gene Kelly,Singin' in the Rain,907,907,579,America,Romance
1971,Gene Wilder,Willy Wonka & the Chocolate Factory,1371,1371,984,America,#N/A
#N/A,Geoffrey Arend,(500) Days of Summer,1686,1686,894,#N/A,Romance
2007,Geoffrey Rush,Pirates of the Caribbean: At World's End,1216,1216,691,America,#N/A
2011,Geoffrey Rush,Pirates of the Caribbean: On Stranger Tides,1216,1216,409,America,#N/A
2003,Geoffrey Rush,Pirates of the Caribbean: The Curse of the Black Pearl,1216,1216,756,America,#N/A
1998,Geoffrey Rush,Shakespeare in Love,1216,1216,186,America,Comedy
2010,Geoffrey Rush,The King's Speech,1216,1216,527,America,Biography
1964,George C. Scott,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,395,395,407,America,Comedy
1997,George Clooney,Batman & Robin,1054,1054,749,Asia,#N/A
2008,George Clooney,Burn After Reading,1054,1054,858,America,Comedy
2009,George Clooney,Fantastic Mr. Fox,1054,1054,240,America,Comedy
1996,George Clooney,From Dusk Till Dawn,1054,1054,826,America,#N/A
2013,George Clooney,Gravity,1054,1054,646,America,Drama
2000,George Clooney,"O Brother, Where Art Thou?",1054,1054,922,Asia,Comedy
#N/A,George Clooney,Ocean's Eleven,1054,1054,68,#N/A,#N/A
2007,George Clooney,Ocean's Thirteen,1054,1054,976,Asia,#N/A
#N/A,George Clooney,Ocean's Twelve,1054,1054,373,#N/A,#N/A
2011,George Clooney,The Descendants,1054,1054,863,Asia,Comedy
#N/A,George Clooney,The Ides of March,1054,1054,938,#N/A,Drama
2015,George Clooney,Tomorrowland,1054,1054,563,America,#N/A
2009,George Clooney,Up in the Air,1054,1054,269,America,Romance
#N/A,George Lopez,Rio,1561,1561,890,#N/A,Comedy
1959,George Raft,Some Like It Hot,889,889,225,Other countries,Romance
2008,Georgie Henley,The Chronicles of Narnia: Prince Caspian,343,343,354,America,#N/A
#N/A,Georgie Henley,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",343,343,896,#N/A,#N/A
1988,Gerald R. Molen,Rain Man,1310,1310,755,America,Drama
#N/A,Gerard Butler,300,954,954,728,#N/A,#N/A
2010,Gerard Butler,How to Train Your Dragon,954,954,91,Asia,Animation
2014,Gerard Butler,How to Train Your Dragon 2,954,954,252,America,Animation
2009,Gerard Butler,Law Abiding Citizen,954,954,137,Other countries,Drama
2013,Gerard Butler,Olympus Has Fallen,954,954,207,Asia,#N/A
2007,Gerard Butler,P.S. I Love You,954,954,388,America,Romance
2008,Gerard Butler,RocknRolla,954,954,683,Asia,#N/A
2009,Gerard Butler,The Ugly Truth,954,954,695,Other countries,Romance
2006,Gerardo Taracena,Apocalypto,767,767,512,America,Drama
2008,Gerry Bednob,Zack and Miri Make a Porno,1153,1153,474,Asia,Romance
2004,Gerry Robert Byrne,Eternal Sunshine of the Spotless Mind,1485,1485,895,Other countries,Romance
1965,Gian Maria Volontè,Per qualche dollaro in più,632,632,311,America,#N/A
1964,Gian Maria Volontè,Per un pugno di dollari,632,632,297,Other countries,#N/A
2015,Giancarlo Esposito,Maze Runner: The Scorch Trials,32,32,264,America,#N/A
2016,Gil Birmingham,Hell or High Water,1711,1711,602,America,Drama
2011,Gil Birmingham,The Twilight Saga: Breaking Dawn - Part 1,1711,1711,515,America,Drama
2006,Gillian Anderson,The Last King of Scotland,153,153,979,Africa,Biography
2005,Gina Torres,Serenity,1169,1169,197,America,#N/A
2005,Ginnifer Goodwin,Walk the Line,910,910,142,Other countries,Music
2016,Ginnifer Goodwin,Zootopia,910,910,613,America,Comedy
1997,Giorgio Cantarini,La vita è bella,1522,1522,618,America,Romance
2013,Giovanni Ribisi,Gangster Squad,830,830,71,America,Drama
2000,Giovanni Ribisi,Gone in Sixty Seconds,830,830,624,America,#N/A
#N/A,Giovanni Ribisi,Lost in Translation,830,830,276,#N/A,Drama
1997,Giustino Durano,La vita è bella,1339,1339,618,America,Romance
1997,Glenn Close,Air Force One,1536,1536,813,America,Drama
1999,Glenn Close,Tarzan,1536,1536,499,Other countries,Animation
#N/A,Gloria Swanson,Sunset Blvd.,357,357,760,#N/A,Film-Noir
2008,Golshifteh Farahani,Body of Lies,620,620,980,America,Drama
2002,Goran Visnjic,Ice Age,872,872,629,Other countries,Comedy
1997,Gore Vidal,Gattaca,1801,1801,132,America,Drama
2000,Goya Toledo,Amores perros,1106,1106,514,Other countries,Drama
#N/A,Grace Hayle,The Great Dictator,1479,1479,375,#N/A,Comedy
1954,Grace Kelly,Rear Window,1019,1019,156,America,#N/A
1979,Graham Chapman,Life of Brian,1102,1102,355,America,Comedy
1975,Graham Chapman,Monty Python and the Holy Grail,1102,1102,485,America,Comedy
1990,Graham Greene,Dances with Wolves,871,871,990,America,Drama
1995,Graham Greene,Die Hard: With a Vengeance,871,871,522,Asia,#N/A
2008,Graham McTavish,Rambo,1829,1829,167,America,#N/A
#N/A,Greg Kinnear,As Good as It Gets,606,606,101,#N/A,Romance
2006,Greg Kinnear,Little Miss Sunshine,606,606,764,America,Comedy
1998,Greg Kinnear,You've Got Mail,606,606,16,America,Romance
1962,Gregory Peck,To Kill a Mockingbird,693,693,712,Other countries,Drama
2013,Guy Pearce,Iron Man Three,902,902,226,America,#N/A
1997,Guy Pearce,L.A. Confidential,902,902,981,America,Drama
2012,Guy Pearce,Lawless,902,902,581,Other countries,Drama
2000,Guy Pearce,Memento,902,902,479,Other countries,#N/A
2008,Guy Pearce,The Hurt Locker,902,902,204,Other countries,Drama
2011,Gwyneth Paltrow,Contagion,28,28,492,America,Drama
2008,Gwyneth Paltrow,Iron Man,28,28,172,America,#N/A
2010,Gwyneth Paltrow,Iron Man 2,28,28,249,America,#N/A
2013,Gwyneth Paltrow,Iron Man Three,28,28,226,America,#N/A
1998,Gwyneth Paltrow,Shakespeare in Love,28,28,186,America,Comedy
2001,Gwyneth Paltrow,The Royal Tenenbaums,28,28,873,America,Comedy
1999,Gwyneth Paltrow,The Talented Mr. Ripley,28,28,125,America,Drama
2013,Hailee Steinfeld,Ender's Game,838,838,418,Other countries,#N/A
2010,Hailee Steinfeld,True Grit,838,838,995,Other countries,Drama
2001,Haley Joel Osment,Artificial Intelligence: AI,1793,1793,916,America,Drama
1999,Haley Joel Osment,The Sixth Sense,1793,1793,920,Other countries,Drama
2016,Haley Lu Richardson,Split,780,780,848,America,#N/A
2012,Halle Berry,Cloud Atlas,1068,1068,362,America,Drama
2002,Halle Berry,Die Another Day,1068,1068,837,America,#N/A
2001,Halle Berry,Swordfish,1068,1068,443,Asia,#N/A
2003,Halle Berry,X2,1068,1068,424,America,#N/A
2006,Halle Berry,X-Men: The Last Stand,1068,1068,257,Other countries,#N/A
1998,Hank Azaria,Godzilla,1756,1756,415,America,#N/A
2009,Hank Azaria,Night at the Museum: Battle of the Smithsonian,1756,1756,271,America,Comedy
1936,Hank Mann,Modern Times,160,160,89,Other countries,Comedy
1995,Hanno Pöschl,Before Sunrise,1598,1598,825,America,Romance
2014,Hans Matheson,300: Rise of an Empire,1288,1288,64,America,#N/A
2007,Harold Perrineau,28 Weeks Later,1451,1451,168,America,Drama
1996,Harold Perrineau,Romeo + Juliet,1451,1451,500,Asia,Romance
#N/A,Harold Ramis,Ghost Busters,1299,1299,672,#N/A,Comedy
#N/A,Harold Ramis,Ghostbusters II,1299,1299,42,#N/A,Comedy
1997,Harrison Ford,Air Force One,957,957,813,America,Drama
1982,Harrison Ford,Blade Runner,957,957,598,America,#N/A
2011,Harrison Ford,Cowboys & Aliens,957,957,54,America,Sci-Fi
2013,Harrison Ford,Ender's Game,957,957,418,Other countries,#N/A
2008,Harrison Ford,Indiana Jones and the Kingdom of the Crystal Skull,957,957,105,America,#N/A
#N/A,Harrison Ford,Indiana Jones and the Last Crusade,957,957,138,#N/A,#N/A
1984,Harrison Ford,Indiana Jones and the Temple of Doom,957,957,482,Asia,#N/A
1981,Harrison Ford,Raiders of the Lost Ark,957,957,700,America,#N/A
#N/A,Harrison Ford,Star Wars,957,957,836,#N/A,#N/A
1980,Harrison Ford,Star Wars: Episode V - The Empire Strikes Back,957,957,464,America,#N/A
1983,Harrison Ford,Star Wars: Episode VI - Return of the Jedi,957,957,565,America,#N/A
1993,Harrison Ford,The Fugitive,957,957,376,America,Drama
2007,Harry Connick Jr.,P.S. I Love You,1430,1430,388,America,Romance
1937,Harry Stockwell,Snow White and the Seven Dwarfs,992,992,332,America,Animation
1993,Harvey Fierstein,Mrs. Doubtfire,568,568,288,America,Comedy
1996,Harvey Keitel,From Dusk Till Dawn,200,200,826,America,#N/A
2002,Harvey Keitel,Red Dragon,200,200,964,America,Drama
1992,Harvey Keitel,Reservoir Dogs,200,200,124,America,Drama
#N/A,Haya Harareet,Ben-Hur,694,694,456,#N/A,Drama
2008,Hayden Christensen,Jumper,1145,1145,706,Other countries,#N/A
2002,Hayden Christensen,Star Wars: Episode II - Attack of the Clones,1145,1145,989,America,#N/A
2005,Hayden Christensen,Star Wars: Episode III - Revenge of the Sith,1145,1145,768,America,#N/A
1998,Hayden Panettiere,A Bug's Life,769,769,807,America,Comedy
#N/A,Hayley Atwell,Captain America: The First Avenger,296,296,866,#N/A,#N/A
2014,Hayley McElhinney,The Babadook,1289,1289,900,America,Drama
1999,Heath Ledger,10 Things I Hate About You,595,595,529,Europe,Romance
2005,Heath Ledger,Brokeback Mountain,595,595,341,America,Romance
2008,Heath Ledger,The Dark Knight,595,595,498,America,Drama
2000,Heath Ledger,The Patriot,595,595,206,America,Drama
1999,Heather Donahue,The Blair Witch Project,1058,1058,707,America,#N/A
#N/A,Heather Graham,Austin Powers: The Spy Who Shagged Me,1210,1210,10,#N/A,Comedy
#N/A,Heather Langenkamp,A Nightmare on Elm Street,264,264,272,#N/A,#N/A
#N/A,Helen Hunt,As Good as It Gets,1646,1646,101,#N/A,Romance
2000,Helen Hunt,Cast Away,1646,1646,365,America,Romance
1996,Helen Hunt,Twister,1646,1646,339,Other countries,Drama
2000,Helen Hunt,What Women Want,1646,1646,722,America,Romance
2013,Helen Mirren,Monsters University,54,54,833,Other countries,Comedy
2010,Helen Mirren,RED,54,54,282,America,Comedy
2010,Helena Bonham Carter,Alice in Wonderland,271,271,266,America,#N/A
2005,Helena Bonham Carter,Charlie and the Chocolate Factory,271,271,95,America,Comedy
2005,Helena Bonham Carter,Corpse Bride,271,271,191,America,Drama
2012,Helena Bonham Carter,Dark Shadows,271,271,33,America,Comedy
#N/A,Helena Bonham Carter,Planet of the Apes,271,271,268,#N/A,#N/A
2007,Helena Bonham Carter,Sweeney Todd: The Demon Barber of Fleet Street,271,271,811,America,Drama
2010,Helena Bonham Carter,The King's Speech,271,271,527,America,Biography
2008,Henrik Dahl,Låt den rätte komma in,352,352,714,America,Romance
1936,Henry Bergman,Modern Times,617,617,89,Other countries,Comedy
2016,Henry Cavill,Batman v Superman: Dawn of Justice,760,760,668,America,#N/A
#N/A,Henry Cavill,Man of Steel,760,760,912,#N/A,#N/A
2015,Henry Cavill,The Man from U.N.C.L.E.,760,760,608,America,Comedy
1996,Henry Czerny,Mission: Impossible,1683,1683,692,Asia,#N/A
#N/A,Henry Daniell,The Great Dictator,615,615,375,#N/A,Comedy
1957,Henry Fonda,12 Angry Men,1256,1256,588,Other countries,Drama
1968,Henry Fonda,C'era una volta il West,1256,1256,561,America,#N/A
1982,Henry Thomas,E.T. the Extra-Terrestrial,1778,1778,190,America,#N/A
1981,Herbert Grönemeyer,Das Boot,917,917,333,Other countries,Drama
#N/A,Herbert Knaup,Lola rennt,139,139,519,#N/A,Drama
#N/A,Hilary Swank,Insomnia,590,590,330,#N/A,Drama
2004,Hilary Swank,Million Dollar Baby,590,590,135,Europe,Sport
2007,Hilary Swank,P.S. I Love You,590,590,388,America,Romance
1988,Hitoshi Takagi,Tonari no Totoro,768,768,787,Asia,Animation
2004,Holly Hunter,The Incredibles,765,765,505,Africa,Animation
#N/A,Holmes Osborne,Donnie Darko,800,800,888,#N/A,Drama
1984,Hoyt Axton,Gremlins,1740,1740,460,America,Comedy
1981,Hubertus Bengsch,Das Boot,361,361,333,Other countries,Drama
2002,Hugh Grant,About a Boy,1384,1384,662,Other countries,Romance
2001,Hugh Grant,Bridget Jones's Diary,1384,1384,634,Other countries,Romance
2012,Hugh Grant,Cloud Atlas,1384,1384,362,America,Drama
2003,Hugh Grant,Love Actually,1384,1384,320,Asia,Romance
1999,Hugh Grant,Notting Hill,1384,1384,612,Other countries,Romance
2015,Hugh Jackman,Chappie,628,628,74,America,Drama
2012,Hugh Jackman,Les Misérables,628,628,62,America,Drama
2013,Hugh Jackman,Prisoners,628,628,775,America,Drama
2011,Hugh Jackman,Real Steel,628,628,596,America,Drama
2001,Hugh Jackman,Swordfish,628,628,443,Asia,#N/A
2006,Hugh Jackman,The Fountain,628,628,390,America,Drama
#N/A,Hugh Jackman,The Prestige,628,628,502,#N/A,Drama
2013,Hugh Jackman,The Wolverine,628,628,730,Other countries,#N/A
2004,Hugh Jackman,Van Helsing,628,628,296,Other countries,#N/A
2003,Hugh Jackman,X2,628,628,424,America,#N/A
2000,Hugh Jackman,X-Men,628,628,763,America,#N/A
2009,Hugh Jackman,X-Men Origins: Wolverine,628,628,753,Asia,#N/A
2014,Hugh Jackman,X-Men: Days of Future Past,628,628,854,America,#N/A
2006,Hugh Jackman,X-Men: The Last Stand,628,628,257,Other countries,#N/A
#N/A,Hugh Keays-Byrne,Mad Max,867,867,554,#N/A,#N/A
2015,Hugh Laurie,Tomorrowland,843,843,563,America,#N/A
#N/A,Hugo Weaving,Captain America: The First Avenger,899,899,866,#N/A,#N/A
2012,Hugo Weaving,Cloud Atlas,899,899,362,America,Drama
1999,Hugo Weaving,The Matrix,899,899,547,America,#N/A
2003,Hugo Weaving,The Matrix Reloaded,899,899,337,Asia,#N/A
#N/A,Hugo Weaving,The Matrix Revolutions,899,899,971,#N/A,#N/A
2005,Hugo Weaving,V for Vendetta,899,899,29,Asia,Drama
#N/A,Humphrey Bogart,Casablanca,865,865,59,#N/A,Romance
2003,Hye-jeong Kang,Oldeuboi,600,600,580,America,Drama
2001,Iain Glen,Lara Croft: Tomb Raider,1464,1464,440,America,#N/A
2007,Iain Glen,Resident Evil: Extinction,1464,1464,463,America,#N/A
2004,Ian Holm,Garden State,234,234,752,Other countries,Romance
2007,Ian Holm,Ratatouille,234,234,217,America,Comedy
1997,Ian Holm,The Fifth Element,234,234,830,America,#N/A
2007,Ian McKellen,Stardust,470,470,90,America,#N/A
2006,Ian McKellen,The Da Vinci Code,470,470,792,America,#N/A
2012,Ian McKellen,The Hobbit: An Unexpected Journey,470,470,1,America,#N/A
2014,Ian McKellen,The Hobbit: The Battle of the Five Armies,470,470,625,America,#N/A
2013,Ian McKellen,The Hobbit: The Desolation of Smaug,470,470,224,Asia,#N/A
2001,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring,470,470,194,America,Drama
2003,Ian McKellen,The Lord of the Rings: The Return of the King,470,470,118,America,Drama
2002,Ian McKellen,The Lord of the Rings: The Two Towers,470,470,420,Other countries,Drama
2003,Ian McKellen,X2,470,470,424,America,#N/A
2000,Ian McKellen,X-Men,470,470,763,America,#N/A
2014,Ian McKellen,X-Men: Days of Future Past,470,470,854,America,#N/A
#N/A,Ian McNeice,Ace Ventura: When Nature Calls,778,778,36,#N/A,Comedy
2008,Ian McShane,Death Race,364,364,842,Europe,#N/A
2008,Ian McShane,Kung Fu Panda,364,364,720,America,Animation
2011,Ian McShane,Pirates of the Caribbean: On Stranger Tides,364,364,409,America,#N/A
2012,Ice Cube,21 Jump Street,451,451,263,America,Comedy
2014,Ice Cube,22 Jump Street,451,451,574,Other countries,Comedy
2013,Idina Menzel,Frozen,1706,1706,277,America,Comedy
2013,Idris Elba,Pacific Rim,1652,1652,868,America,#N/A
2008,Idris Elba,RocknRolla,1652,1652,683,Asia,#N/A
2016,Idris Elba,The Jungle Book,1652,1652,544,America,Drama
2016,Idris Elba,Zootopia,1652,1652,613,America,Comedy
#N/A,Iko Uwais,Serbuan maut,1787,1787,392,#N/A,#N/A
#N/A,Ingrid Bergman,Casablanca,340,340,59,#N/A,Romance
2007,Ioan Gruffudd,4: Rise of the Silver Surfer,399,399,115,America,#N/A
2005,Ioan Gruffudd,Fantastic Four,399,399,818,Other countries,#N/A
2012,Irrfan Khan,Life of Pi,34,34,104,Asia,Drama
2012,Irrfan Khan,The Amazing Spider-Man,34,34,9,Asia,Sci-Fi
1988,Isa Danieli,Nuovo Cinema Paradiso,426,426,860,America,Drama
1999,Isaac Hayes,"South Park: Bigger, Longer & Uncut",944,944,655,America,Comedy
#N/A,Isabella Rossellini,Blue Velvet,543,543,521,#N/A,Drama
2009,Isabelle Fuhrman,Orphan,1475,1475,855,Other countries,#N/A
2011,Isla Fisher,Rango,525,525,187,America,Comedy
2006,Ivana Baquero,El laberinto del fauno,787,787,343,America,Drama
1995,Izabella Scorupco,GoldenEye,1746,1746,260,Other countries,#N/A
2016,J.K. Simmons,La La Land,696,696,295,America,Music
2016,J.K. Simmons,The Accountant,696,696,921,America,Drama
2014,J.K. Simmons,Whiplash,696,696,198,America,Music
1971,Jack Albertson,Willy Wonka & the Chocolate Factory,883,883,984,America,#N/A
2005,Jack Black,King Kong,463,463,643,America,Drama
2008,Jack Black,Kung Fu Panda,463,463,720,America,Animation
#N/A,Jack Black,Kung Fu Panda 2,463,463,597,#N/A,Animation
2006,Jack Black,The Holiday,463,463,661,America,Romance
2003,Jack Black,The School of Rock,463,463,609,Other countries,Music
